event_key,split,event_id,label,source_exists,source_text_len,source_has_url,tree_exists,source_user_id,source_tweet_id_from_tree,id_match_event_vs_tree_source,source_delay_min_raw,source_delay_min_clean,n_nodes,n_edges,n_users,min_delay_raw,max_delay_raw,min_delay_clean,max_delay_clean,duration_min_clean,has_negative_delay,malformed_lines,invalid_delay_values,dropped_self_loops,dropped_duplicate_edges,tree_file,source_text
twitter15__326137285450018817,twitter15,326137285450018817,false,True,60,True,True,287168172,326137285450018817,True,0.0,0.00,723,728,723,0.00,1291056.45,0.00,1291056.45,1291056.45,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/326137285450018817.txt,a photo of black nurses saving the life of a kkk member. URL
twitter15__334722003057647616,twitter15,334722003057647616,false,True,103,True,True,15439395,334722003057647616,True,0.0,0.00,624,627,624,0.00,36238.05,0.00,36238.05,36238.05,False,0,0,0,17,data_raw/Twitter15_16_dataset/twitter15/tree/334722003057647616.txt,this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via @elvis717) URL
twitter15__336873759271157760,twitter15,336873759271157760,true,True,119,True,True,237403203,336873759271157760,True,0.0,0.00,647,656,647,0.00,227958.58,0.00,227958.58,227958.58,False,0,0,1,17,data_raw/Twitter15_16_dataset/twitter15/tree/336873759271157760.txt,hasan gets $278k but victims denied army benefits. disgusting waste of tax $$. garnish his wages & send 2 red cross URL
twitter15__336913656921083904,twitter15,336913656921083904,true,True,73,True,True,1367531,336913656921083904,True,0.0,0.00,244,243,244,0.00,2804.48,0.00,2804.48,2804.48,False,0,0,1,8,data_raw/Twitter15_16_dataset/twitter15/tree/336913656921083904.txt,fort hood shooter reportedly has drawn $278g in salary since massacre URL
twitter15__348203818741272576,twitter15,348203818741272576,true,True,118,True,True,1005183901,348203818741272576,True,0.0,0.00,178,179,178,0.00,10173.82,0.00,10173.82,10173.82,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/348203818741272576.txt,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL"
twitter15__348204426659508226,twitter15,348204426659508226,true,True,114,True,True,640893,348204426659508226,True,0.0,0.00,178,184,178,0.00,4422.15,0.00,4422.15,4422.15,False,0,0,0,9,data_raw/Twitter15_16_dataset/twitter15/tree/348204426659508226.txt,"irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atlanta address | cns news URL via @sharethis"
twitter15__348209998565879810,twitter15,348209998565879810,false,True,113,False,True,27754737,348209998565879810,True,0.0,0.00,128,129,128,0.00,4756.07,0.00,4756.07,4756.07,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/348209998565879810.txt,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel."""
twitter15__351767344097398785,twitter15,351767344097398785,false,True,108,True,True,109065990,351767344097398785,True,0.0,0.00,121,129,121,0.00,4943.17,0.00,4943.17,4943.17,False,0,0,1,20,data_raw/Twitter15_16_dataset/twitter15/tree/351767344097398785.txt,expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL
twitter15__352075672543428608,twitter15,352075672543428608,false,True,106,False,True,131351549,352075672543428608,True,0.0,0.00,259,259,259,0.00,28136.42,0.00,28136.42,28136.42,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/352075672543428608.txt,"paula deen moves to have discrimination suit dismissed. just in time for her new book ""how to cook a jew""."
twitter15__356268980211687424,twitter15,356268980211687424,false,True,115,True,True,139255910,356268980211687424,True,0.0,0.00,122,121,122,0.00,2681.33,0.00,2681.33,2681.33,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/356268980211687424.txt,obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL
twitter15__356297080169447425,twitter15,356297080169447425,false,True,112,False,True,503238478,356297080169447425,True,0.0,0.00,219,221,219,0.00,2759.87,0.00,2759.87,2759.87,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/356297080169447425.txt,obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.
twitter15__356310469390245888,twitter15,356310469390245888,false,True,104,False,True,29233291,356310469390245888,True,0.0,0.00,131,130,131,0.00,1244.38,0.00,1244.38,1244.38,False,0,0,1,0,data_raw/Twitter15_16_dataset/twitter15/tree/356310469390245888.txt,*breaking news* obama administration files federal charges against george zimmerman! #ontheroadtojustice
twitter15__356407105953071107,twitter15,356407105953071107,false,True,93,False,True,15937499,356407105953071107,True,0.0,0.00,160,160,160,0.00,1288.42,0.00,1288.42,1288.42,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/356407105953071107.txt,just in... @barackobama & department of justice file federal charges against #georgezimmerman
twitter15__356437941641416705,twitter15,356437941641416705,false,True,99,False,True,56851629,356437941641416705,True,0.0,0.00,110,109,110,0.00,856.35,0.00,856.35,856.35,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/356437941641416705.txt,obama has filed federal charges against zimmerman for violating trayvon's civil rights. god is good
twitter15__357299879070023680,twitter15,357299879070023680,false,True,93,True,True,83266089,357299879070023680,True,0.0,0.00,135,135,135,0.00,8373.02,0.00,8373.02,8373.02,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/357299879070023680.txt,please read! do not purchase koch products. they're paying for zimmerman's attorney fees! URL
twitter15__357300409292959744,twitter15,357300409292959744,false,True,115,True,True,24304852,357300409292959744,True,0.0,0.00,138,143,138,0.00,11848.37,0.00,11848.37,11848.37,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/357300409292959744.txt,lets start by boycotting koch industiers they paid for george zimmerman legal fees #justicefortrayvon #jurorb37 URL
twitter15__358591089462099968,twitter15,358591089462099968,false,True,70,True,True,14075928,358591089462099968,True,0.0,0.00,174,173,174,0.00,154249.88,0.00,154249.88,154249.88,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/358591089462099968.txt,this week's top story: george zimmerman wins florida state lottery URL
twitter15__364383457545162754,twitter15,364383457545162754,false,True,100,True,True,1652541,364383457545162754,True,0.0,0.00,311,310,311,0.00,1010606.93,0.00,1010606.93,1010606.93,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/364383457545162754.txt,highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant URL
twitter15__364589696573124609,twitter15,364589696573124609,false,True,62,True,True,279390084,364589696573124609,True,0.0,0.00,370,369,370,0.00,24077.82,0.00,24077.82,24077.82,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/364589696573124609.txt,fukushima: highly radioactive water seeping into the ocean URL
twitter15__365052155385749505,twitter15,365052155385749505,false,True,101,True,True,64643056,365052155385749505,True,0.0,0.00,140,140,140,0.00,9334.67,0.00,9334.67,9334.67,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/365052155385749505.txt,"revealed: #fukushima leaking radioactive water for ‘2 years’, 300 tons flowing into pacific daily URL"
twitter15__365056836476481537,twitter15,365056836476481537,false,True,117,True,True,64643056,365056836476481537,True,0.0,0.00,117,116,117,0.00,2103.87,0.00,2103.87,2103.87,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/365056836476481537.txt,estimated 300 tons of contaminated water leaking into pacific ocean per day from wrecked #fukushima nuclear plant URL
twitter15__365276206381268995,twitter15,365276206381268995,false,True,99,True,True,3108351,365276206381268995,True,0.0,0.00,395,394,395,0.00,5848.93,0.00,5848.93,5848.93,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/365276206381268995.txt,"japan: fukushima nuclear plant is leaking 80,000 gallons of radioactive water into ocean daily. URL"
twitter15__365497016098369536,twitter15,365497016098369536,false,True,67,True,True,64643056,365497016098369536,True,0.0,0.00,136,138,136,0.00,60231.58,0.00,60231.58,60231.58,False,0,0,0,14,data_raw/Twitter15_16_dataset/twitter15/tree/365497016098369536.txt,water leaks at fukushima could contaminate entire pacific ocean URL
twitter15__366025766183514112,twitter15,366025766183514112,false,True,118,True,True,279390084,366025766183514112,True,0.0,0.00,452,452,452,0.00,14589.58,0.00,14589.58,14589.58,False,0,0,0,6,data_raw/Twitter15_16_dataset/twitter15/tree/366025766183514112.txt,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL
twitter15__366205297557110784,twitter15,366205297557110784,false,True,117,True,True,64643056,366205297557110784,True,0.0,0.00,163,163,163,0.00,8374.37,0.00,8374.37,8374.37,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/366205297557110784.txt,"details: radioactive water from under #fukushima has risen 60cm above protective barrier, freely leaking to ocean URL"
twitter15__369506008172740608,twitter15,369506008172740608,false,True,93,True,True,437874669,369506008172740608,True,0.0,0.00,218,223,218,0.00,8804.50,0.00,8804.50,8804.50,False,0,0,1,6,data_raw/Twitter15_16_dataset/twitter15/tree/369506008172740608.txt,fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: URL
twitter15__370855596050108416,twitter15,370855596050108416,false,True,117,True,True,51241574,370855596050108416,True,0.0,0.00,161,163,161,0.00,145297.67,0.00,145297.67,145297.67,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/370855596050108416.txt,"fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, @mariyamaguchi reports: URL -jm"
twitter15__372489152903643136,twitter15,372489152903643136,false,True,111,True,True,115486770,372489152903643136,True,0.0,0.00,226,226,226,0.00,9682.57,0.00,9682.57,9682.57,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/372489152903643136.txt,"fukushima now in state of emergency, leaking 300 tons of radioactive water into the ocean daily learn more: URL"
twitter15__372901260183494656,twitter15,372901260183494656,false,True,108,True,True,279390084,372901260183494656,True,0.0,0.00,222,222,222,0.00,13604.88,0.00,13604.88,13604.88,False,0,0,0,8,data_raw/Twitter15_16_dataset/twitter15/tree/372901260183494656.txt,fukushima – toxic water leak a level 3 serious incident URL fuck you tepco! fucking ocean is boiling!!! #yan
twitter15__372914976102834176,twitter15,372914976102834176,false,True,116,True,True,279390084,372914976102834176,True,0.0,0.00,220,219,220,0.00,3017.45,0.00,3017.45,3017.45,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/372914976102834176.txt,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL"
twitter15__376874273601630208,twitter15,376874273601630208,false,True,140,False,True,160817572,376874273601630208,True,0.0,0.00,2406,2413,2406,0.00,577027.68,0.00,577027.68,577027.68,False,0,0,0,42,data_raw/Twitter15_16_dataset/twitter15/tree/376874273601630208.txt,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney."
twitter15__376982539132366848,twitter15,376982539132366848,false,True,52,False,True,149760844,376982539132366848,True,0.0,0.00,1527,1546,1527,0.00,263646.72,0.00,263646.72,263646.72,False,0,0,0,59,data_raw/Twitter15_16_dataset/twitter15/tree/376982539132366848.txt,j.k. rowling is working on an 8th harry potter book.
twitter15__377002232257855488,twitter15,377002232257855488,false,True,52,False,True,2425231,377002232257855488,True,0.0,0.00,335,344,335,0.00,138601.15,0.00,138601.15,138601.15,False,0,0,0,23,data_raw/Twitter15_16_dataset/twitter15/tree/377002232257855488.txt,j.k. rowling is working on an 8th harry potter book.
twitter15__377519445578895360,twitter15,377519445578895360,false,True,104,True,True,70054190,377519445578895360,True,0.0,0.00,146,145,146,0.00,753186.15,0.00,753186.15,753186.15,False,0,0,0,19,data_raw/Twitter15_16_dataset/twitter15/tree/377519445578895360.txt,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL
twitter15__380055172896272384,twitter15,380055172896272384,false,True,109,False,True,1635754086,380055172896272384,True,0.0,0.00,380,381,380,0.00,37862.33,0.00,37862.33,37862.33,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/380055172896272384.txt,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense"
twitter15__380140114552188928,twitter15,380140114552188928,false,True,76,True,True,2883841,380140114552188928,True,0.0,0.00,200,200,200,0.00,4208.92,0.00,4208.92,4208.92,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/380140114552188928.txt,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! URL"
twitter15__386682163862986752,twitter15,386682163862986752,false,True,117,True,True,13493302,386682163862986752,True,0.0,0.00,122,124,122,0.00,6437.43,0.00,6437.43,6437.43,False,0,0,0,12,data_raw/Twitter15_16_dataset/twitter15/tree/386682163862986752.txt,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL"
twitter15__386998038004113409,twitter15,386998038004113409,false,True,118,True,True,1077446982,386998038004113409,True,0.0,0.00,241,252,241,0.00,19771.17,0.00,19771.17,19771.17,False,0,0,0,15,data_raw/Twitter15_16_dataset/twitter15/tree/386998038004113409.txt,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL
twitter15__387006553124896768,twitter15,387006553124896768,false,True,139,False,True,19084896,387006553124896768,True,0.0,0.00,134,143,134,0.00,1195.40,0.00,1195.40,1195.40,False,0,0,0,13,data_raw/Twitter15_16_dataset/twitter15/tree/387006553124896768.txt,"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game."
twitter15__387006700609228801,twitter15,387006700609228801,false,True,67,True,True,469194846,387006700609228801,True,0.0,0.00,164,163,164,0.00,804.00,0.00,804.00,804.00,False,0,0,0,6,data_raw/Twitter15_16_dataset/twitter15/tree/387006700609228801.txt,really? amber alert website goes dark under government shutdown URL
twitter15__387007120689737729,twitter15,387007120689737729,false,True,125,False,True,91038197,387007120689737729,True,0.0,0.00,255,255,255,0.00,8860.95,0.00,8860.95,8860.95,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/387007120689737729.txt,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite."
twitter15__387009577763360768,twitter15,387009577763360768,false,True,67,True,True,15976697,387009577763360768,True,0.0,0.00,476,483,476,0.00,7123.33,0.00,7123.33,7123.33,False,0,0,1,39,data_raw/Twitter15_16_dataset/twitter15/tree/387009577763360768.txt,really? amber alert website goes dark under government shutdown URL
twitter15__387010299536355328,twitter15,387010299536355328,false,True,103,True,True,232901331,387010299536355328,True,0.0,0.00,129,136,129,0.00,1242.37,0.00,1242.37,1242.37,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/387010299536355328.txt,"as a former federal agent i find this story hard to believe, even for this white house. URL #spitehouse"
twitter15__387021726007042051,twitter15,387021726007042051,false,True,94,False,True,21888595,387021726007042051,True,0.0,0.00,134,137,134,0.00,1703.73,0.00,1703.73,1703.73,False,0,0,0,21,data_raw/Twitter15_16_dataset/twitter15/tree/387021726007042051.txt,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown
twitter15__387030572779847680,twitter15,387030572779847680,false,True,97,True,True,97994396,387030572779847680,True,0.0,0.00,177,179,177,0.00,961.27,0.00,961.27,961.27,False,0,0,1,9,data_raw/Twitter15_16_dataset/twitter15/tree/387030572779847680.txt,non-essential services shutdown? can someone explain to me how URL is essential while URL is not?
twitter15__387031585834278912,twitter15,387031585834278912,false,True,106,True,True,30694631,387031585834278912,True,0.0,0.00,113,114,113,0.00,869.03,0.00,869.03,869.03,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/387031585834278912.txt,obama has shut down amber alert website to find missing children but still has fuel economy website up URL
twitter15__387041762331471872,twitter15,387041762331471872,false,True,101,True,True,58510019,387041762331471872,True,0.0,0.00,124,123,124,0.00,2172.20,0.00,2172.20,2172.20,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/387041762331471872.txt,obama keeps michelle's URL site running despite the shutdown but URL is shutdown because? #spitehouse
twitter15__387050178932654080,twitter15,387050178932654080,false,True,140,False,True,17971747,387050178932654080,True,0.0,0.00,123,125,123,0.00,3007.58,0.00,3007.58,3007.58,False,0,0,0,7,data_raw/Twitter15_16_dataset/twitter15/tree/387050178932654080.txt,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty"
twitter15__387220814531395584,twitter15,387220814531395584,false,True,111,True,True,14173315,387220814531395584,True,0.0,0.00,273,276,273,0.00,5757.48,0.00,5757.48,5757.48,False,0,0,1,14,data_raw/Twitter15_16_dataset/twitter15/tree/387220814531395584.txt,"amber alert website, which shows critical missing children bulletins, is offline due to government shutdown URL"
twitter15__387233034350514176,twitter15,387233034350514176,false,True,136,False,True,301108020,387233034350514176,True,0.0,0.00,112,113,112,0.00,1635.02,0.00,1635.02,1635.02,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/387233034350514176.txt,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown"
twitter15__387236601450864641,twitter15,387236601450864641,false,True,81,True,True,1059240924,387236601450864641,True,0.0,0.00,166,170,166,0.00,88086.95,0.00,88086.95,88086.95,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/387236601450864641.txt,"white house #shutdown URL , but are posting alerts on him getting a sandwich. URL"
twitter15__387237225286479872,twitter15,387237225286479872,false,True,127,False,True,1059240924,387237225286479872,True,0.0,0.00,298,316,298,0.00,281421.87,0.00,281421.87,281421.87,False,0,0,3,200,data_raw/Twitter15_16_dataset/twitter15/tree/387237225286479872.txt,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care."
twitter15__387281927427727360,twitter15,387281927427727360,false,True,86,True,True,249219716,387281927427727360,True,0.0,0.00,411,428,411,0.00,47849.85,0.00,47849.85,47849.85,False,0,0,3,15,data_raw/Twitter15_16_dataset/twitter15/tree/387281927427727360.txt,never thought i’d see the day when obama would play politics with kids. URL #pjnet URL
twitter15__387309869080281088,twitter15,387309869080281088,false,True,113,True,True,18622869,387309869080281088,True,0.0,0.00,144,144,144,0.00,1087.83,0.00,1087.83,1087.83,False,0,0,0,6,data_raw/Twitter15_16_dataset/twitter15/tree/387309869080281088.txt,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL
twitter15__387353560356118528,twitter15,387353560356118528,false,True,117,True,True,8953122,387353560356118528,True,0.0,0.00,180,182,180,0.00,83472.35,0.00,83472.35,83472.35,False,0,0,0,6,data_raw/Twitter15_16_dataset/twitter15/tree/387353560356118528.txt,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts. URL
twitter15__407156621450571777,twitter15,407156621450571777,true,True,102,False,True,283799359,407156621450571777,True,0.0,0.00,95,95,95,0.00,1383.08,0.00,1383.08,1383.08,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/407156621450571777.txt,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(
twitter15__407158558158254081,twitter15,407158558158254081,true,True,88,True,True,40076725,407158558158254081,True,0.0,0.00,561,561,561,0.00,7883.78,0.00,7883.78,7883.78,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/407158558158254081.txt,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker
twitter15__407159686786732032,twitter15,407159686786732032,true,True,90,True,True,20012204,407159686786732032,True,0.0,0.00,90,89,90,0.00,6603.85,0.00,6603.85,6603.85,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/407159686786732032.txt,paul walker's fast and the furious costars and more react to the actor's tragic death: URL
twitter15__407161635439013888,twitter15,407161635439013888,true,True,90,False,True,1438331173,407161635439013888,True,0.0,0.00,104,103,104,0.00,61998.18,0.00,61998.18,61998.18,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/407161635439013888.txt,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk."
twitter15__407162181059612672,twitter15,407162181059612672,true,True,92,True,True,20012204,407162181059612672,True,0.0,0.00,108,107,108,0.00,2435.87,0.00,2435.87,2435.87,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/407162181059612672.txt,paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL
twitter15__407163499723624449,twitter15,407163499723624449,true,True,101,True,True,14511951,407163499723624449,True,0.0,0.00,227,226,227,0.00,3073.18,0.00,3073.18,3073.18,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/407163499723624449.txt,paul walker died shortly after attending a charity event for his organization reach out worldwide URL
twitter15__407163869673443328,twitter15,407163869673443328,true,True,139,False,True,22540123,407163869673443328,True,0.0,0.00,346,345,346,0.00,11884.00,0.00,11884.00,11884.00,False,0,0,0,12,data_raw/Twitter15_16_dataset/twitter15/tree/407163869673443328.txt,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.
twitter15__407164247768977409,twitter15,407164247768977409,true,True,95,False,True,461275704,407164247768977409,True,0.0,0.00,195,194,195,0.00,8417.73,0.00,8417.73,8417.73,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/407164247768977409.txt,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.
twitter15__407164597511393280,twitter15,407164597511393280,true,True,96,False,True,149655776,407164597511393280,True,0.0,0.00,1504,1504,1504,0.00,15817.62,0.00,15817.62,15817.62,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/407164597511393280.txt,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.
twitter15__407167258452971520,twitter15,407167258452971520,true,True,91,True,True,25701904,407167258452971520,True,0.0,0.00,152,151,152,0.00,19904.18,0.00,19904.18,19904.18,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/407167258452971520.txt,paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL
twitter15__407167928313081856,twitter15,407167928313081856,true,True,72,True,True,23482952,407167928313081856,True,0.0,0.00,330,329,330,0.00,20524.13,0.00,20524.13,20524.13,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/407167928313081856.txt,"""fast & furious"" stars heartbreakingly mourn paul walker's death URL URL"
twitter15__407169212428206080,twitter15,407169212428206080,true,True,94,False,True,326637270,407169212428206080,True,0.0,0.00,237,236,237,0.00,173372.42,0.00,173372.42,173372.42,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/407169212428206080.txt,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.
twitter15__407169699559247872,twitter15,407169699559247872,true,True,93,True,True,14934818,407169699559247872,True,0.0,0.00,186,185,186,0.00,142814.13,0.00,142814.13,142814.13,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/407169699559247872.txt,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL"
twitter15__407169885345943552,twitter15,407169885345943552,true,True,94,False,True,123846927,407169885345943552,True,0.0,0.00,148,149,148,0.00,1376.00,0.00,1376.00,1376.00,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/407169885345943552.txt,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous
twitter15__407170170533064705,twitter15,407170170533064705,true,True,122,True,True,519150848,407170170533064705,True,0.0,0.00,103,102,103,0.00,44338.57,0.00,44338.57,44338.57,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/407170170533064705.txt,"last picture of paul walker taken before his death in a car crash.#rippaulwalker fast & furious won't be same w/o u. URL """
twitter15__407170443443859456,twitter15,407170443443859456,true,True,117,False,True,867212870,407170443443859456,True,0.0,0.00,295,295,295,0.00,23108.32,0.00,23108.32,23108.32,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/407170443443859456.txt,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador."
twitter15__407173794583695360,twitter15,407173794583695360,true,True,118,True,True,44688778,407173794583695360,True,0.0,0.00,106,105,106,0.00,634.13,0.00,634.13,634.13,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/407173794583695360.txt,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL
